"CPMN","FNAC"
23050,19430222
23050,19591212
23060,19700202
23050,19780228
23027,19581105
23055,19360616
23058,19830805
21041,19890310
21041,19890310
23093,19230825
23063,19941021
23063,19900825
23063,19900825
18140,19810919
41091,19921023
6083,19800102
18023,19920711
4013,19971215
41091,19770915
41091,19770915
18136,19570825
4013,19740128
23095,19420328
4902,20030512
4086,19560111
18100,19620902
18108,19531124
11012,19780108
11039,19420317
11004,19670521
11012,19870601
11004,19840404
41091,19920703
11028,20021114
11012,19690502
23060,19510818
28079,19810526
11038,19700905
11027,19790219
11006,19520924
11020,19510521
8067,20001229
11006,19560909
11006,19950515
11020,20010216
11041,19850713
11020,19681005
11020,19990518
11020,19711213
11020,19760206
66124,20010726
13091,19540817
34120,19661031
14021,19271212
28079,19770129
14008,19720430
14021,19860624
14055,19500727
14038,19961129
14024,19490614
14058,19411023
14021,19961107
14021,19961107
14021,19991017
14054,19880730
4013,19810108
4053,19240321
11027,19711102
11004,19790616
18087,19340329
11004,19470301
11004,19470301
11004,19610817
11004,19471209
11004,19870219
8279,19860201
11004,19830706
11004,19830706
11020,19580109
14038,19570404
23055,19240815
18087,19310414
29067,19800406
29067,19500314
29067,19710320
29015,19570420
66126,19780509
29067,19711221
66319,19661230
14021,20020306
29067,19510411
51001,19720108
20071,19591031
41091,19751113
41091,19751113
41091,19741203
41091,19690925
41091,19690925
18082,19580308
18082,19580308
41091,19901224
41091,19811128
66228,19530517
41091,19860413
41091,19860413
41091,19730206
41091,19741224
41091,19741224
41091,19741102
41091,19741102
41091,19760926
41091,19760926
41091,19760926
41091,19760112
41091,19760112
41091,19740227
41036,19550215
41091,19920116
41091,19610820
11032,19440903
66303,19630308
23072,19370610
41091,19891005
29001,19820307
41091,19890218
41091,19710214
11038,19850319
23093,19621010
23093,19620115
23063,19680901
29094,19870325
23050,19810212
23050,19660909
23055,19840124
23056,19831110
23056,19800720
29001,19750314
29067,19670127
29094,19550429
18013,19630413
23060,19540308
23060,19780523
23060,19621219
23050,19910415
23060,19310419
23079,19830825
23002,19810322
23002,19841018
23063,19630531
23063,19630531
29067,19760318
23060,19660831
23079,19510307
23079,19511127
23079,19580523
29067,19350213
29044,19660312
29067,20080518
23050,19180328
23024,19190320
23024,19840531
23011,19840531
23020,19630530
23020,19801201
23002,19550409
29049,19691207
29051,19860914
29069,19841027
18013,19630413
29067,20080705
23050,19740824
23050,19840808
23902,19720617
11022,19750308
29067,19810402
18087,19770916
29015,19720205
18098,19590225
41082,19840811
46250,19860310
23087,19800406
23087,19691119
23050,19790805
23087,19560222
23087,19730624
14004,19311124
23084,19970714
8245,19721017
66343,19340425
23044,19630916
23009,19830313
28079,19760930
29067,19650304
29056,19860320
3014,19750322
23050,19961114
23044,19720121
23044,19680917
11041,19760129
23050,19950513
23050,19830518
23050,19980220
23044,19651007
29067,19661225
23050,19800125
23005,19770108
18087,19740210
23021,19830526
8019,19661121
23050,19690423
33044,19620210
23005,19830410
23044,19441104
23044,19621101
23050,19621025
23050,19800509
23050,19680908
23092,19540701
23062,20021022
23099,19970415
29067,19840503
23010,19560219
23010,19670912
23092,19680504
23050,20030407
29067,19680726
23050,19940321
23010,19920826
23086,19831029
23056,19690916
23050,19810409
23067,19221119
23050,19860922
18013,19170912
29084,19860111
23058,19680617
29015,19720308
23086,19830423
23053,19780308
23060,20051112
29067,19630103
29072,19821029
18087,19480114
23055,19850701
23086,19760314
4079,19900202
11012,19580720
4013,19820219
29067,19550418
18087,19941212
11041,19890917
18152,19750903
4102,19981126
11022,19890111
11020,19640308
11020,19540123
18162,19540419
11038,19600428
11012,19830718
11006,19790530
11012,20000422
14013,19690929
11041,19751008
11012,19650117
14029,19960212
14029,19581003
14021,19631212
11012,19821228
11012,19951208
11902,20040219
4902,19940715
66341,19561218
18140,19811119
4013,19850113
41039,19960304
41042,19931213
41091,19780928
41036,19550215
11012,19670926
41007,19820308
41091,19820308
41077,19820308
41087,19670602
41091,19631105
41007,19710809
41046,19370524
41011,19290105
41087,19700311
14021,19880503
52001,19361128
30016,19890307
29012,19710512
29067,19731120
23056,19980820
29067,19500313
11022,19850427
23098,19990531
29067,19581218
23056,20030308
11027,19620423
18087,19840919
29067,19370127
29067,19960101
29067,19850715
23050,20000924
18906,19650617
23092,19830125
23092,19830125
23050,19600907
29001,19850711
29067,19710106
23050,19910328
28079,19801226
4013,19740506
4013,19730216
18087,19670228
4045,19650704
4045,19580227
18175,19440111
11014,19660902
11004,19840404
11004,19840404
11033,19590110
30030,19701120
11038,19760525
11038,19760525
11038,19760525
11038,19680830
11038,19850319
11038,19850319
11038,19660625
11038,19660625
11004,19810406
18140,19751028
18173,19640625
18087,19291207
29017,19580509
29017,19580508
29054,19731120
29015,19570916
29067,20000330
18103,19680630
29015,19390625
41077,19450106
41091,19851212
41091,19851212
14073,19521024
41091,19840419
41091,19840419
41091,19491226
6015,19410403
41091,19810327
41091,19810327
41091,19900910
41091,19671219
29049,19511227
29049,19511227
41058,19390323
41058,19390323
41091,19820614
41091,19820614
11026,19530322
11006,19560408
23075,19320425
23075,19320425
41091,19730524
41091,19730524
41091,19440629
41091,19710214
11012,19781102
41091,19631123
41091,19790926
41004,19180528
41091,19600207
41091,19870225
41039,19541118
41039,19541118
51001,19921230
51001,19620801
14038,19570404
18907,20060416
14049,19920808
14001,19561103
11012,19770815
14019,19690411
14038,19650318
14022,19770308
14038,19791031
14021,19870524
14050,19680726
14050,19920201
14021,19780530
14021,19860805
11038,19760525
11012,19810402
11012,19750626
11038,19711212
11038,19710920
11038,19780709
11038,19760712
11022,19790906
11015,20060708
11015,20060708
14023,19570428
11020,19700616
14038,19510806
11012,19850912
11012,19780102
11012,19850621
14029,19690926
14038,19920708
14021,19800501
14021,19770110
14021,19860609
11006,19900315
11006,19751126
11006,19601108
11012,19760209
11007,19780426
11017,19670813
41091,19800705
8019,19620726
11016,19541231
11006,19760826
11006,19770204
11006,19830224
11006,19801220
11007,19590308
14021,19610127
11012,19810308
11030,20021004
3014,19810617
14021,19780713
14021,19770517
14021,19670209
11032,19760524
11020,19810107
11006,19850514
11006,19720604
11012,19741024
14021,19800810
11006,19840228
11012,19690720
11012,19310625
23010,19551225
11020,19990607
11013,20071224
41029,20080116
14013,19690929
14029,19751121
14021,19660325
14043,19651201
14043,19800103
11031,19660615
11012,19950103
11012,19780622
11027,20080409
14057,19800927
14057,19540213
14055,19470416
11032,19740321
11020,19751218
11003,19671210
11020,19700208
14037,19800323
14011,19680220
11032,19690308
11012,19790510
14045,19760308
11020,20050215
11032,20080710
29901,20040308
29067,19831010
29069,20050809
29015,19720205
29051,19530802
29007,20061229
18087,19590904
41091,19690925
14021,19921026
66228,19530517
23050,19950308
23050,19690618
23050,19800311
23050,19661122
18087,19951109
18087,19690902
18146,19750510
18098,19511213
18087,19700308
18095,20000122
21041,19701011
23050,19460621
23058,19641118
23050,19820910
18132,19830719
18089,19830919
18087,19790531
21050,19950718
21050,19800828
23050,19650515
23050,19710427
23050,19760816
23050,19870629
23050,19870629
23093,19621212
14060,19930226
14060,19760213
14058,19740623
18087,19751209
18105,19560129
18105,19700803
18158,19730625
18158,19470106
21040,19700721
23093,19550224
23050,19820621
18087,19730512
18087,19830117
18087,19830117
18905,19890409
18100,19730924
18087,19830922
18022,19560308
18022,19630202
23050,19780221
18087,19830906
18087,19821101
18087,19821101
18135,19641117
18150,19430215
18022,19690813
66110,19750501
18022,19811213
18022,19490828
18022,19661214
18087,20060718
18021,19700818
23903,19790421
23050,19801107
23050,19840828
23050,19871110
23050,19820110
18115,19771012
18137,19381217
18140,19781022
18140,19820226
18105,20000220
18087,20070308
23050,19630811
23050,19810605
23050,19670822
23050,19650516
23050,19530615
14021,19851020
14055,19750828
18089,20070202
23050,19640228
23050,19810915
23050,19860919
23050,19760318
14054,19780222
18140,19580313
18140,19780716
18071,20010526
18071,20010526
23050,19690304
18087,19820624
23050,19721021
14056,19990511
18099,19240302
18087,19740923
23050,19740430
23050,19820408
23050,19851202
23050,19740304
23092,19691009
23050,19641119
18087,19760305
18003,19970709
18003,19970709
18165,19420912
18087,19801215
18140,19700831
18140,19671110
18120,19550909
23062,19831230
23062,19670320
23062,19700927
23087,19610115
23050,19710715
23050,19851021
18087,19851225
18087,19490606
18027,19681212
18087,19710511
18027,19661218
18087,19821210
21049,20000512
23050,19480404
18087,19740410
18165,19750613
18087,19761109
66340,19820428
23050,19640409
23050,19200607
23050,19720304
23050,19431002
23035,19640712
18102,19320326
18140,19760705
18087,19740730
18087,19780728
18038,20040906
23050,19630203
18147,19670111
18147,19970904
18087,19841004
14021,19530826
18087,19720602
18087,19710216
18911,19710216
18194,19290626
21041,19790507
41091,19800330
23050,19700502
23050,19600217
23050,19430201
23050,19570125
23050,19870104
23050,19590201
23050,19870311
23050,19871011
66110,19741215
14021,19980921
29067,19820307
41076,19651126
18149,20060427
18087,19600308
18153,20040616
18087,19730515
18087,19710817
18087,19960621
18087,19980621
51001,19840623
18087,19740907
41091,19900329
11022,19720711
18905,19820706
18021,19661109
18087,19921007
18087,19921007
18147,19970904
18149,19730804
14052,19640131
23009,19620531
18087,19740610
18087,19610117
14021,19751112
18087,19900923
18150,19591108
18087,19890502
18087,19890502
18193,19990929
18184,19721219
18173,19881028
18173,19870206
18087,19860916
28079,19710315
18193,19720424
14021,19790531
14021,19540128
18051,19270524
18127,19860306
66110,19630503
18101,19630809
18175,19210114
18175,19410910
18029,19620810
18102,19750402
18087,19610227
18003,19950303
18003,19950501
18087,19551028
18087,19810813
18087,19610112
14058,19330205
14056,19990511
18003,19710607
11020,19430824
11020,19891130
11015,19610913
11015,19810913
11021,19670521
11006,19620925
11020,20090618
11012,19660811
11029,20000212
11020,19850521
11020,19801009
11004,19800115
11020,19840911
11020,19750106
11012,19730808
11020,19811219
11020,19960205
11012,19770717
14058,19281203
11029,19690106
11020,19630301
11020,19830930
11020,19780623
11020,19790420
11004,20030630
8245,19801123
11020,19701105
11020,19920123
11020,19791003
4013,19300601
